DOI,  "DOI_Stub"
10.1021/Cm800686k, 10.1021cm800686k
10.1021/Cm803502y, 10.1021cm803502y
10.1021/Cm900049x, 10.1021cm900049x
10.1021/Cm9012969, 10.1021cm9012969
10.1021/Cm9014749, 10.1021cm9014749
10.1021/Cm9023106, 10.1021cm9023106
10.1021/Cm990612m, 10.1021cm990612m
10.1021/Co300128w, 10.1021co300128w
10.1021/Cr4006473, 10.1021cr4006473
10.1021/Cs200530e, 10.1021cs200530e
10.1021/Cs300754k, 10.1021cs300754k
10.1021/Cs400681s, 10.1021cs400681s
10.1021/cs5012926, 10.1021cs5012926
10.1021/Ct400549q, 10.1021ct400549q
10.1021/Ct500094w, 10.1021ct500094w
10.1021/ed500633h, 10.1021ed500633h
10.1021/ef00033a001, 10.1021ef00033a001
10.1021/ef0600614, 10.1021ef0600614
10.1021/ef060318y, 10.1021ef060318y
10.1021/ef060475x, 10.1021ef060475x
10.1021/ef100142t, 10.1021ef100142t
10.1021/Ef100679e, 10.1021ef100679e
10.1021/Ef101548g, 10.1021ef101548g
10.1021/ef2005749, 10.1021ef2005749
10.1021/ef201393p, 10.1021ef201393p
10.1021/Ef201578a, 10.1021ef201578a
10.1021/ef300197a, 10.1021ef300197a
10.1021/Ef3020662, 10.1021ef3020662
10.1021/ef4019004, 10.1021ef4019004
10.1021/Ef800938e, 10.1021ef800938e
10.1021/ef900642j, 10.1021ef900642j
10.1021/es026206c, 10.1021es026206c
10.1021/es050587n, 10.1021es050587n
10.1021/es050800f, 10.1021es050800f
10.1021/es204071g, 10.1021es204071g
10.1021/Es3052922, 10.1021es3052922
10.1021/Es9032309, 10.1021es9032309
10.1021/i100017a005, 10.1021i100017a005
10.1021/i100017a016, 10.1021i100017a016
10.1021/i160020a010, 10.1021i160020a010
10.1021/i160027a004, 10.1021i160027a004
10.1021/i160068a003, 10.1021i160068a003
10.1021/i260075a002, 10.1021i260075a002
10.1021/Ic050662v, 10.1021ic050662v
10.1021/Ic051195k, 10.1021ic051195k
10.1021/Ic051952e, 10.1021ic051952e
10.1021/Ic060358h, 10.1021ic060358h
10.1021/Ic0609249, 10.1021ic0609249
10.1021/Ic061052d, 10.1021ic061052d
10.1021/Ic0611948, 10.1021ic0611948
10.1021/Ic0624773, 10.1021ic0624773
10.1021/Ic070036t, 10.1021ic070036t
10.1021/Ic070338v, 10.1021ic070338v
10.1021/Ic100558x, 10.1021ic100558x
10.1021/Ic100652x, 10.1021ic100652x
10.1021/Ic100753g, 10.1021ic100753g
10.1021/Ic100822s, 10.1021ic100822s
10.1021/Ic1010083, 10.1021ic1010083
10.1021/Ic101153c, 10.1021ic101153c
10.1021/Ic1012523, 10.1021ic1012523
10.1021/Ic101517t, 10.1021ic101517t
10.1021/Ic101618n, 10.1021ic101618n
10.1021/Ic1017467, 10.1021ic1017467
10.1021/Ic101789u, 10.1021ic101789u
10.1021/Ic102015g, 10.1021ic102015g
10.1021/Ic102057p, 10.1021ic102057p
10.1021/Ic102188v, 10.1021ic102188v
10.1021/Ic102347b, 10.1021ic102347b
10.1021/Ic200328q, 10.1021ic200328q
10.1021/Ic200381f, 10.1021ic200381f
10.1021/Ic200463k, 10.1021ic200463k
10.1021/Ic200560b, 10.1021ic200560b
10.1021/ic200937u, 10.1021ic200937u
10.1021/Ic201219g, 10.1021ic201219g
10.1021/Ic201387d, 10.1021ic201387d
10.1021/Ic2015463, 10.1021ic2015463
10.1021/Ic201596x, 10.1021ic201596x
10.1021/Ic201919q, 10.1021ic201919q
10.1021/Ic202102m, 10.1021ic202102m
10.1021/Ic2021275, 10.1021ic2021275
10.1021/Ic2021929, 10.1021ic2021929
10.1021/Ic202601y, 10.1021ic202601y
10.1021/Ic202624e, 10.1021ic202624e
10.1021/Ic202683s, 10.1021ic202683s
10.1021/Ic2027362, 10.1021ic2027362
10.1021/Ic3001416, 10.1021ic3001416
10.1021/Ic3002898, 10.1021ic3002898
10.1021/Ic300778m, 10.1021ic300778m
10.1021/Ic300950h, 10.1021ic300950h
10.1021/Ic301280n, 10.1021ic301280n
10.1021/Ic301338a, 10.1021ic301338a
10.1021/ic301463z, 10.1021ic301463z
10.1021/Ic301481p, 10.1021ic301481p
10.1021/Ic3015207, 10.1021ic3015207
10.1021/Ic301598n, 10.1021ic301598n
10.1021/Ic3017529, 10.1021ic3017529
10.1021/Ic3017547, 10.1021ic3017547
10.1021/Ic301781n, 10.1021ic301781n
10.1021/Ic301857h, 10.1021ic301857h
10.1021/Ic301949n, 10.1021ic301949n
10.1021/Ic301961q, 10.1021ic301961q
10.1021/Ic3019937, 10.1021ic3019937
10.1021/Ic302010e, 10.1021ic302010e
10.1021/Ic302127y, 10.1021ic302127y
10.1021/Ic302334x, 10.1021ic302334x
10.1021/Ic302528b, 10.1021ic302528b
10.1021/Ic302583a, 10.1021ic302583a
10.1021/Ic3026304, 10.1021ic3026304
10.1021/Ic302641v, 10.1021ic302641v
10.1021/ic302645r, 10.1021ic302645r
10.1021/Ic302758g, 10.1021ic302758g
10.1021/Ic400607w, 10.1021ic400607w
10.1021/Ic401092j, 10.1021ic401092j
10.1021/Ic401157n, 10.1021ic401157n
10.1021/Ic4012229, 10.1021ic4012229
10.1021/Ic401912k, 10.1021ic401912k
10.1021/Ic402012d, 10.1021ic402012d
10.1021/Ic4020256, 10.1021ic4020256
10.1021/Ic402095u, 10.1021ic402095u
10.1021/Ic4022239, 10.1021ic4022239
10.1021/ic402481b, 10.1021ic402481b
10.1021/Ic402900x, 10.1021ic402900x
10.1021/Ic500234r, 10.1021ic500234r
10.1021/Ic500288w, 10.1021ic500288w
10.1021/Ic500722n, 10.1021ic500722n
10.1021/Ic5009895, 10.1021ic5009895
10.1021/Ic5012764, 10.1021ic5012764
10.1021/Ic501413r, 10.1021ic501413r
10.1021/Ic5017092, 10.1021ic5017092
10.1021/Ic501876m, 10.1021ic501876m
10.1021/Ic5020829, 10.1021ic5020829
10.1021/ic502116k, 10.1021ic502116k
10.1021/ic5021302, 10.1021ic5021302
10.1021/ic502254c, 10.1021ic502254c
10.1021/ic502478u, 10.1021ic502478u
10.1021/ic502639v, 10.1021ic502639v
10.1021/ic502733v, 10.1021ic502733v
10.1021/ic503047y, 10.1021ic503047y
10.1021/Ic701507r, 10.1021ic701507r
10.1021/Ic702085x, 10.1021ic702085x
10.1021/Ic800050u, 10.1021ic800050u
10.1021/Ic800700h, 10.1021ic800700h
10.1021/Ic800854y, 10.1021ic800854y
10.1021/Ic801624v, 10.1021ic801624v
10.1021/Ic801837t, 10.1021ic801837t
10.1021/Ic8018452, 10.1021ic8018452
10.1021/Ic801906e, 10.1021ic801906e
10.1021/Ic802446m, 10.1021ic802446m
10.1021/Ic9002115, 10.1021ic9002115
10.1021/Ic900372t, 10.1021ic900372t
10.1021/Ic900478z, 10.1021ic900478z
10.1021/Ic900486r, 10.1021ic900486r
10.1021/Ic900919w, 10.1021ic900919w
10.1021/Ic900968d, 10.1021ic900968d
10.1021/Ic901004m, 10.1021ic901004m
10.1021/Ic901056d, 10.1021ic901056d
10.1021/Ic901073w, 10.1021ic901073w
10.1021/Ic901456k, 10.1021ic901456k
10.1021/Ic902077j, 10.1021ic902077j
10.1021/Ic9022085, 10.1021ic9022085
10.1021/ie00065a013, 10.1021ie00065a013
10.1021/ie00068a032, 10.1021ie00068a032
10.1021/ie00071a014, 10.1021ie00071a014
10.1021/ie00098a012, 10.1021ie00098a012
10.1021/ie00103a063, 10.1021ie00103a063
10.1021/ie00103a064, 10.1021ie00103a064
10.1021/ie020133o, 10.1021ie020133o
10.1021/Ie049327p, 10.1021ie049327p
10.1021/ie049489l, 10.1021ie049489l
10.1021/ie0601293, 10.1021ie0601293
10.1021/Ie0605940, 10.1021ie0605940
10.1021/Ie0616390, 10.1021ie0616390
10.1021/Ie0705655, 10.1021ie0705655
10.1021/Ie071645b, 10.1021ie071645b
10.1021/Ie100214a, 10.1021ie100214a
10.1021/Ie1014958, 10.1021ie1014958
10.1021/Ie200206n, 10.1021ie200206n
10.1021/Ie200652e, 10.1021ie200652e
10.1021/ie201378u, 10.1021ie201378u
10.1021/Ie202325p, 10.1021ie202325p
10.1021/Ie202777q, 10.1021ie202777q
10.1021/ie300121p, 10.1021ie300121p
10.1021/Ie3004336, 10.1021ie3004336
10.1021/Ie300553k, 10.1021ie300553k
10.1021/Ie3015268, 10.1021ie3015268
10.1021/Ie303343m, 10.1021ie303343m
10.1021/Ie400329c, 10.1021ie400329c
10.1021/ie400380w, 10.1021ie400380w
10.1021/Ie4011035, 10.1021ie4011035
10.1021/ie401831u, 10.1021ie401831u
10.1021/ie403159c, 10.1021ie403159c
10.1021/Ie403366d, 10.1021ie403366d
10.1021/ie4035434, 10.1021ie4035434
10.1021/ie500207s, 10.1021ie500207s
10.1021/Ie500310c, 10.1021ie500310c
10.1021/Ie5006146, 10.1021ie5006146
10.1021/Ie502489q, 10.1021ie502489q
10.1021/ie5046044, 10.1021ie5046044
10.1021/Ie800473q, 10.1021ie800473q
10.1021/Ie8005269, 10.1021ie8005269
10.1021/Ie801294n, 10.1021ie801294n
10.1021/Ie900665f, 10.1021ie900665f
10.1021/Ie901000x, 10.1021ie901000x
10.1021/Ie901732s, 10.1021ie901732s
10.1021/Ie902008g, 10.1021ie902008g
10.1021/Ie950291y, 10.1021ie950291y
10.1021/ie9705867, 10.1021ie9705867
10.1021/Ie990763z, 10.1021ie990763z
10.1021/Ja002767x, 10.1021ja002767x
10.1021/ja01159a022, 10.1021ja01159a022
10.1021/ja01159a023, 10.1021ja01159a023
10.1021/ja01159a024, 10.1021ja01159a024
10.1021/ja01353a013, 10.1021ja01353a013
10.1021/Ja043756x, 10.1021ja043756x
10.1021/Ja046925m, 10.1021ja046925m
10.1021/Ja0542690, 10.1021ja0542690
10.1021/Ja056639q, 10.1021ja056639q
10.1021/Ja0570032, 10.1021ja0570032
10.1021/Ja057667b, 10.1021ja057667b
10.1021/Ja058777l, 10.1021ja058777l
10.1021/Ja0606879, 10.1021ja0606879
10.1021/Ja060946u, 10.1021ja060946u
10.1021/Ja063538z, 10.1021ja063538z
10.1021/Ja064343u, 10.1021ja064343u
10.1021/Ja0649217, 10.1021ja0649217
10.1021/Ja0656853, 10.1021ja0656853
10.1021/Ja066098k, 10.1021ja066098k
10.1021/Ja066616r, 10.1021ja066616r
10.1021/Ja067374y, 10.1021ja067374y
10.1021/Ja069166b, 10.1021ja069166b
10.1021/Ja0700395, 10.1021ja0700395
10.1021/Ja072599+, 10.1021ja072599plus
10.1021/Ja072871f, 10.1021ja072871f
10.1021/Ja073505z, 10.1021ja073505z
10.1021/Ja073568h, 10.1021ja073568h
10.1021/Ja0740364, 10.1021ja0740364
10.1021/Ja0751781, 10.1021ja0751781
10.1021/Ja0752336, 10.1021ja0752336
10.1021/Ja076167a, 10.1021ja076167a
10.1021/Ja076595g, 10.1021ja076595g
10.1021/Ja076877g, 10.1021ja076877g
10.1021/Ja0771639, 10.1021ja0771639
10.1021/Ja077469f, 10.1021ja077469f
10.1021/Ja0775265, 10.1021ja0775265
10.1021/Ja1009635, 10.1021ja1009635
10.1021/Ja1012992, 10.1021ja1012992
10.1021/ja1023282, 10.1021ja1023282
10.1021/Ja1027925, 10.1021ja1027925
10.1021/Ja103105y, 10.1021ja103105y
10.1021/ja104035j, 10.1021ja104035j
10.1021/Ja1042935, 10.1021ja1042935
10.1021/Ja104357r, 10.1021ja104357r
10.1021/Ja104926h, 10.1021ja104926h
10.1021/Ja105089w, 10.1021ja105089w
10.1021/Ja106903p, 10.1021ja106903p
10.1021/Ja1089765, 10.1021ja1089765
10.1021/Ja109659k, 10.1021ja109659k
10.1021/Ja109810w, 10.1021ja109810w
10.1021/ja110042b, 10.1021ja110042b
10.1021/Ja110243r, 10.1021ja110243r
10.1021/Ja111197d, 10.1021ja111197d
10.1021/Ja111411q, 10.1021ja111411q
10.1021/Ja200553m, 10.1021ja200553m
10.1021/Ja2010863, 10.1021ja2010863
10.1021/Ja201170c, 10.1021ja201170c
10.1021/Ja201484s, 10.1021ja201484s
10.1021/Ja201951t, 10.1021ja201951t
10.1021/Ja202154j, 10.1021ja202154j
10.1021/Ja2021944, 10.1021ja2021944
10.1021/Ja203053y, 10.1021ja203053y
10.1021/Ja203184k, 10.1021ja203184k
10.1021/Ja203291n, 10.1021ja203291n
10.1021/Ja203564w, 10.1021ja203564w
10.1021/Ja2042113, 10.1021ja2042113
10.1021/Ja204728y, 10.1021ja204728y
10.1021/Ja204818q, 10.1021ja204818q
10.1021/Ja205082p, 10.1021ja205082p
10.1021/Ja2051149, 10.1021ja2051149
10.1021/ja2052396, 10.1021ja2052396
10.1021/Ja205976v, 10.1021ja205976v
10.1021/ja206242v, 10.1021ja206242v
10.1021/Ja2062659, 10.1021ja2062659
10.1021/ja206525x, 10.1021ja206525x
10.1021/ja206846p, 10.1021ja206846p
10.1021/Ja207593c, 10.1021ja207593c
10.1021/ja207606u, 10.1021ja207606u
10.1021/Ja2078637, 10.1021ja2078637
10.1021/Ja2087773, 10.1021ja2087773
10.1021/Ja209197f, 10.1021ja209197f
10.1021/Ja209800x, 10.1021ja209800x
10.1021/Ja2115713, 10.1021ja2115713
10.1021/Ja2118255, 10.1021ja2118255
10.1021/Ja211864w, 10.1021ja211864w
10.1021/Ja300034j, 10.1021ja300034j
10.1021/Ja3014133, 10.1021ja3014133
10.1021/Ja302071t, 10.1021ja302071t
10.1021/Ja302089w, 10.1021ja302089w
10.1021/Ja302380x, 10.1021ja302380x
10.1021/Ja302623w, 10.1021ja302623w
10.1021/ja302787x, 10.1021ja302787x
10.1021/Ja302991b, 10.1021ja302991b
10.1021/Ja3055639, 10.1021ja3055639
10.1021/Ja305754f, 10.1021ja305754f
10.1021/Ja306812r, 10.1021ja306812r
10.1021/Ja306869j, 10.1021ja306869j
10.1021/Ja307076t, 10.1021ja307076t
10.1021/ja308278w, 10.1021ja308278w
10.1021/Ja3085884, 10.1021ja3085884
10.1021/Ja308995t, 10.1021ja308995t
10.1021/Ja309274y, 10.1021ja309274y
10.1021/Ja309992a, 10.1021ja309992a
10.1021/ja3100319, 10.1021ja3100319
10.1021/Ja310435e, 10.1021ja310435e
10.1021/Ja400754p, 10.1021ja400754p
10.1021/Ja401061m, 10.1021ja401061m
10.1021/Ja401429x, 10.1021ja401429x
10.1021/ja4017842, 10.1021ja4017842
10.1021/Ja401869h, 10.1021ja401869h
10.1021/Ja402103u, 10.1021ja402103u
10.1021/Ja402315d, 10.1021ja402315d
10.1021/Ja403008j, 10.1021ja403008j
10.1021/Ja4030269, 10.1021ja4030269
10.1021/Ja4032049, 10.1021ja4032049
10.1021/Ja403453g, 10.1021ja403453g
10.1021/Ja404514r, 10.1021ja404514r
10.1021/Ja4045289, 10.1021ja4045289
10.1021/Ja4051668, 10.1021ja4051668
10.1021/Ja407135k, 10.1021ja407135k
10.1021/Ja4076056, 10.1021ja4076056
10.1021/ja408121p, 10.1021ja408121p
10.1021/Ja408508m, 10.1021ja408508m
10.1021/Ja408959g, 10.1021ja408959g
10.1021/ja409033p, 10.1021ja409033p
10.1021/ja409421d, 10.1021ja409421d
10.1021/Ja4100244, 10.1021ja4100244
10.1021/ja4103293, 10.1021ja4103293
10.1021/Ja500330a, 10.1021ja500330a
10.1021/Ja501606h, 10.1021ja501606h
10.1021/Ja502119z, 10.1021ja502119z
10.1021/Ja5022014, 10.1021ja5022014
10.1021/ja502212v, 10.1021ja502212v
10.1021/Ja502643p, 10.1021ja502643p
10.1021/Ja5042226, 10.1021ja5042226
10.1021/Ja506357n, 10.1021ja506357n
10.1021/ja5092936, 10.1021ja5092936
10.1021/ja509551m, 10.1021ja509551m
10.1021/Ja509960n, 10.1021ja509960n
10.1021/Ja5103103, 10.1021ja5103103
10.1021/Ja510525s, 10.1021ja510525s
10.1021/ja510926w, 10.1021ja510926w
10.1021/ja511878b, 10.1021ja511878b
10.1021/ja512137t, 10.1021ja512137t
10.1021/ja512973b, 10.1021ja512973b
10.1021/ja513058h, 10.1021ja513058h
10.1021/ja5131403, 10.1021ja5131403
10.1021/ja5132243, 10.1021ja5132243
10.1021/ja710123s, 10.1021ja710123s
10.1021/Ja710144k, 10.1021ja710144k
10.1021/Ja7106146, 10.1021ja7106146
10.1021/Ja800087s, 10.1021ja800087s
10.1021/Ja800550a, 10.1021ja800550a
10.1021/Ja800686c, 10.1021ja800686c
10.1021/Ja8007159, 10.1021ja8007159
10.1021/Ja801411f, 10.1021ja801411f
10.1021/Ja801997r, 10.1021ja801997r
10.1021/Ja8024092, 10.1021ja8024092
10.1021/Ja802474b, 10.1021ja802474b
10.1021/Ja802741b, 10.1021ja802741b
10.1021/Ja803247y, 10.1021ja803247y
10.1021/Ja803669w, 10.1021ja803669w
10.1021/Ja803783c, 10.1021ja803783c
10.1021/Ja803899q, 10.1021ja803899q
10.1021/Ja8039579, 10.1021ja8039579
10.1021/Ja804936z, 10.1021ja804936z
10.1021/ja805064f, 10.1021ja805064f
10.1021/Ja805222x, 10.1021ja805222x
10.1021/Ja806391k, 10.1021ja806391k
10.1021/Ja806624j, 10.1021ja806624j
10.1021/Ja807357r, 10.1021ja807357r
10.1021/Ja808853q, 10.1021ja808853q
10.1021/Ja808896f, 10.1021ja808896f
10.1021/Ja808995d, 10.1021ja808995d
10.1021/Ja8094153, 10.1021ja8094153
10.1021/Ja809459e, 10.1021ja809459e
10.1021/ja8096256, 10.1021ja8096256
10.1021/Ja8099079, 10.1021ja8099079
10.1021/Ja809954r, 10.1021ja809954r
10.1021/Ja900203f, 10.1021ja900203f
10.1021/Ja900258t, 10.1021ja900258t
10.1021/Ja900373v, 10.1021ja900373v
10.1021/Ja900555r, 10.1021ja900555r
10.1021/Ja9006035, 10.1021ja9006035
10.1021/Ja901061j, 10.1021ja901061j
10.1021/Ja9015765, 10.1021ja9015765
10.1021/Ja902187d, 10.1021ja902187d
10.1021/Ja902740r, 10.1021ja902740r
10.1021/Ja903411w, 10.1021ja903411w
10.1021/Ja9036302, 10.1021ja9036302
10.1021/Ja904123f, 10.1021ja904123f
10.1021/Ja904363b, 10.1021ja904363b
10.1021/Ja9043888, 10.1021ja9043888
10.1021/Ja904782h, 10.1021ja904782h
10.1021/ja907232y, 10.1021ja907232y
10.1021/Ja9072707, 10.1021ja9072707
10.1021/Ja907742z, 10.1021ja907742z
10.1021/Ja908293n, 10.1021ja908293n
10.1021/Ja9084995, 10.1021ja9084995
10.1021/Ja908670u, 10.1021ja908670u
10.1021/Ja908817n, 10.1021ja908817n
10.1021/Ja9091598, 10.1021ja9091598
10.1021/Ja909169x, 10.1021ja909169x
10.1021/Ja9092133, 10.1021ja9092133
10.1021/Ja909263x, 10.1021ja909263x
10.1021/Ja909629f, 10.1021ja909629f
10.1021/Ja910600b, 10.1021ja910600b
10.1021/jacs.0c00560, 10.1021jacs.0c00560
10.1021/jacs.0c00923, 10.1021jacs.0c00923
10.1021/jacs.0c00969, 10.1021jacs.0c00969
10.1021/jacs.0c02225, 10.1021jacs.0c02225
10.1021/jacs.0c03941, 10.1021jacs.0c03941
10.1021/jacs.0c04594, 10.1021jacs.0c04594
10.1021/jacs.0c05596, 10.1021jacs.0c05596
10.1021/jacs.0c05970, 10.1021jacs.0c05970
10.1021/jacs.0c06474, 10.1021jacs.0c06474
10.1021/jacs.0c06485, 10.1021jacs.0c06485
10.1021/jacs.0c07015, 10.1021jacs.0c07015
10.1021/jacs.0c07461, 10.1021jacs.0c07461
10.1021/jacs.0c10919, 10.1021jacs.0c10919
10.1021/jacs.0c11050, 10.1021jacs.0c11050
10.1021/jacs.0c11073, 10.1021jacs.0c11073
10.1021/jacs.0c12505, 10.1021jacs.0c12505
10.1021/jacs.1c03268, 10.1021jacs.1c03268
10.1021/jacs.1c06238, 10.1021jacs.1c06238
10.1021/jacs.1c08675, 10.1021jacs.1c08675
10.1021/jacs.1c13012, 10.1021jacs.1c13012
10.1021/jacs.1c13534, 10.1021jacs.1c13534
10.1021/jacs.5b00365, 10.1021jacs.5b00365
10.1021/jacs.5b00450, 10.1021jacs.5b00450
10.1021/jacs.5b00838, 10.1021jacs.5b00838
10.1021/jacs.5b01352, 10.1021jacs.5b01352
10.1021/jacs.5b02556, 10.1021jacs.5b02556
10.1021/jacs.5b03553, 10.1021jacs.5b03553
10.1021/jacs.5b04147, 10.1021jacs.5b04147
10.1021/jacs.5b04300, 10.1021jacs.5b04300
10.1021/jacs.5b05327, 10.1021jacs.5b05327
10.1021/jacs.5b06657, 10.1021jacs.5b06657
10.1021/jacs.5b07053, 10.1021jacs.5b07053
10.1021/jacs.5b07373, 10.1021jacs.5b07373
10.1021/jacs.5b08273, 10.1021jacs.5b08273
10.1021/jacs.5b08362, 10.1021jacs.5b08362
10.1021/jacs.5b08860, 10.1021jacs.5b08860
10.1021/jacs.5b09487, 10.1021jacs.5b09487
10.1021/jacs.5b09666, 10.1021jacs.5b09666
10.1021/jacs.5b10754, 10.1021jacs.5b10754
10.1021/jacs.5b13490, 10.1021jacs.5b13490
10.1021/jacs.6b00652, 10.1021jacs.6b00652
10.1021/jacs.6b02700, 10.1021jacs.6b02700
10.1021/jacs.6b06546, 10.1021jacs.6b06546
10.1021/jacs.6b07516, 10.1021jacs.6b07516
10.1021/jacs.6b07714, 10.1021jacs.6b07714
10.1021/jacs.6b08377, 10.1021jacs.6b08377
10.1021/jacs.6b09563, 10.1021jacs.6b09563
10.1021/jacs.6b09787, 10.1021jacs.6b09787
10.1021/jacs.6b10316, 10.1021jacs.6b10316
10.1021/jacs.6b10768, 10.1021jacs.6b10768
10.1021/jacs.6b12328, 10.1021jacs.6b12328
10.1021/jacs.6b12885, 10.1021jacs.6b12885
10.1021/jacs.7b01097, 10.1021jacs.7b01097
10.1021/jacs.7b01523, 10.1021jacs.7b01523
10.1021/jacs.7b02303, 10.1021jacs.7b02303
10.1021/jacs.7b02696, 10.1021jacs.7b02696
10.1021/jacs.7b03352, 10.1021jacs.7b03352
10.1021/jacs.7b03578, 10.1021jacs.7b03578
10.1021/jacs.7b04096, 10.1021jacs.7b04096
10.1021/jacs.7b04141, 10.1021jacs.7b04141
10.1021/jacs.7b06397, 10.1021jacs.7b06397
10.1021/jacs.7b06640, 10.1021jacs.7b06640
10.1021/jacs.7b07457, 10.1021jacs.7b07457
10.1021/jacs.7b07918, 10.1021jacs.7b07918
10.1021/jacs.7b11255, 10.1021jacs.7b11255
10.1021/jacs.7b11940, 10.1021jacs.7b11940
10.1021/jacs.7b12110, 10.1021jacs.7b12110
10.1021/jacs.8b01320, 10.1021jacs.8b01320
10.1021/jacs.8b01774, 10.1021jacs.8b01774
10.1021/jacs.8b05830, 10.1021jacs.8b05830
10.1021/jacs.8b07563, 10.1021jacs.8b07563
10.1021/jacs.9b00485, 10.1021jacs.9b00485
10.1021/jacs.9b00543, 10.1021jacs.9b00543
10.1021/jacs.9b00913, 10.1021jacs.9b00913
10.1021/jacs.9b01891, 10.1021jacs.9b01891
10.1021/jacs.9b02153, 10.1021jacs.9b02153
10.1021/jacs.9b02448, 10.1021jacs.9b02448
10.1021/jacs.9b02800, 10.1021jacs.9b02800
10.1021/jacs.9b02848, 10.1021jacs.9b02848
10.1021/jacs.9b03075, 10.1021jacs.9b03075
10.1021/jacs.9b03463, 10.1021jacs.9b03463
10.1021/jacs.9b04731, 10.1021jacs.9b04731
10.1021/jacs.9b05626, 10.1021jacs.9b05626
10.1021/jacs.9b06219, 10.1021jacs.9b06219
10.1021/jacs.9b06908, 10.1021jacs.9b06908
10.1021/jacs.9b07644, 10.1021jacs.9b07644
10.1021/jacs.9b08017, 10.1021jacs.9b08017
10.1021/jacs.9b08079, 10.1021jacs.9b08079
10.1021/jacs.9b08147, 10.1021jacs.9b08147
10.1021/jacs.9b10007, 10.1021jacs.9b10007
10.1021/jacs.9b10923, 10.1021jacs.9b10923
10.1021/jacs.9b11401, 10.1021jacs.9b11401
10.1021/jacs.9b13824, 10.1021jacs.9b13824
10.1021/jacs.9b13971, 10.1021jacs.9b13971
10.1021/je00002a020, 10.1021je00002a020
10.1021/je00020a035, 10.1021je00020a035
10.1021/je00024a002, 10.1021je00024a002
10.1021/je00024a020, 10.1021je00024a020
10.1021/je000273+, 10.1021je000273plus
10.1021/je00028a029, 10.1021je00028a029
10.1021/je00029a025, 10.1021je00029a025
10.1021/je00031a005, 10.1021je00031a005
10.1021/je00039a022, 10.1021je00039a022
10.1021/je00056a003, 10.1021je00056a003
10.1021/je025636f, 10.1021je025636f
10.1021/Je0498917, 10.1021je0498917
10.1021/je100053g, 10.1021je100053g
10.1021/Je1002225, 10.1021je1002225
10.1021/je100495w, 10.1021je100495w
10.1021/je101099c, 10.1021je101099c
10.1021/Je2004098, 10.1021je2004098
10.1021/je200812y, 10.1021je200812y
10.1021/Je3007265, 10.1021je3007265
10.1021/je3008099, 10.1021je3008099
10.1021/je3013217, 10.1021je3013217
10.1021/je400298r, 10.1021je400298r
10.1021/je4005036, 10.1021je4005036
10.1021/je400517c, 10.1021je400517c
10.1021/Je400546d, 10.1021je400546d
10.1021/je5008235, 10.1021je5008235
10.1021/je700183y, 10.1021je700183y
10.1021/je7005902, 10.1021je7005902
10.1021/Je8006919, 10.1021je8006919
10.1021/Je800900a, 10.1021je800900a
10.1021/Je9000087, 10.1021je9000087
10.1021/je900539m, 10.1021je900539m
10.1021/je9702100, 10.1021je9702100
10.1021/Jp0012101, 10.1021jp0012101
10.1021/jp002047c, 10.1021jp002047c
10.1021/Jp003626k, 10.1021jp003626k
10.1021/jp010158l, 10.1021jp010158l
10.1021/Jp0103530, 10.1021jp0103530
10.1021/Jp010702q, 10.1021jp010702q
10.1021/Jp011745+, 10.1021jp011745plus
10.1021/jp014604g, 10.1021jp014604g
10.1021/jp014625a, 10.1021jp014625a
10.1021/Jp034401n, 10.1021jp034401n
10.1021/jp036105g, 10.1021jp036105g
10.1021/jp044110u, 10.1021jp044110u
10.1021/jp0479567, 10.1021jp0479567
10.1021/jp048169c, 10.1021jp048169c
10.1021/jp048323v, 10.1021jp048323v
10.1021/Jp050948l, 10.1021jp050948l
10.1021/Jp051771y, 10.1021jp051771y
10.1021/Jp051903n, 10.1021jp051903n
10.1021/jp052448y, 10.1021jp052448y
10.1021/jp0525639, 10.1021jp0525639
10.1021/Jp054168o, 10.1021jp054168o
10.1021/Jp054411j, 10.1021jp054411j
10.1021/Jp055908w, 10.1021jp055908w
10.1021/Jp0563538, 10.1021jp0563538
10.1021/Jp061986n, 10.1021jp061986n
10.1021/jp062386r, 10.1021jp062386r
10.1021/Jp062723w, 10.1021jp062723w
10.1021/Jp064971y, 10.1021jp064971y
10.1021/Jp065321x, 10.1021jp065321x
10.1021/jp067226u, 10.1021jp067226u
10.1021/Jp0713918, 10.1021jp0713918
10.1021/Jp0746502, 10.1021jp0746502
10.1021/Jp074889i, 10.1021jp074889i
10.1021/Jp074918p, 10.1021jp074918p
10.1021/Jp076657p, 10.1021jp076657p
10.1021/Jp077618g, 10.1021jp077618g
10.1021/Jp101346y, 10.1021jp101346y
10.1021/Jp101531m, 10.1021jp101531m
10.1021/Jp101744k, 10.1021jp101744k
10.1021/Jp102212w, 10.1021jp102212w
10.1021/Jp102663f, 10.1021jp102663f
10.1021/Jp103157t, 10.1021jp103157t
10.1021/Jp1033273, 10.1021jp1033273
10.1021/Jp103785u, 10.1021jp103785u
10.1021/jp104014f, 10.1021jp104014f
10.1021/Jp1044139, 10.1021jp1044139
10.1021/Jp104788p, 10.1021jp104788p
10.1021/Jp105464u, 10.1021jp105464u
10.1021/Jp1058963, 10.1021jp1058963
10.1021/Jp105899t, 10.1021jp105899t
10.1021/Jp106547j, 10.1021jp106547j
10.1021/Jp108710h, 10.1021jp108710h
